date,activity_type,date,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_speed,max_speed,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_bike_cadence,max_bike_cadence,normalized_powerâ_npâ,lr_balance,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,total_reps,total_sets,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,athlete_id,filetype,is_race,avg_pace,best_pace
2018-02-02 18:56:21,Treadmill Running,2018-02-02 18:56:21,False,Treadmill Running,3.90,490,00:35:10,157,174,3.3,170,198,9:01,5:20,7,7,1.05,9.1,9.8,266,49.4% L / 50.6% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,35:10,0:00,78.8,0:00,No,00:00.00,5,0.0,9,garmin,0,0 days 00:09:01,0 days 00:09:01
2018-02-02 17:55:14,Pool Swimming,2018-02-02 17:55:14,False,Lap Swimming,"2,300",360,00:45:43,0,0,0.0,0,0,1:27,1:05,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,689,31,26,0,0,45:43,0:00,0.0,0:00,No,00:00.00,44,0.0,9,garmin,0,0 days 00:01:27,0 days 00:01:27
2018-02-01 18:13:02,Indoor Cycling,2018-02-01 18:13:02,False,Indoor Cycling,16.76,889,01:16:35,144,180,3.0,0,0,13.1,15.6,0,43,0.0,0.0,0.0,0,0,90,104,236,0,77.0,228,193,333,0.0,0.0,6867,0,0,0,0,1:16:35,0:00,69.8,0:00,No,00:00.00,1,0.0,9,garmin,0,00:00:00,00:00:00
2018-01-31 18:31:20,Running,2018-01-31 18:31:20,False,San Antonio Running,5.23,577,00:43:21,162,184,3.3,172,213,8:18,4:07,171,180,1.09,8.7,9.4,265,49.6% L / 50.4% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,43:21,0:00,64.4,0:00,No,00:00.00,6,0.0,9,garmin,0,0 days 00:08:18,0 days 00:08:18
2018-01-31 06:07:31,Pool Swimming,2018-01-31 06:07:31,False,Lap Swimming,"2,300",360,00:46:03,0,0,0.0,0,0,1:31,1:13,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,704,33,26,0,0,46:03,0:00,0.0,0:00,No,00:00.00,36,0.0,9,garmin,0,0 days 00:01:31,0 days 00:01:31
2018-01-30 05:12:23,Indoor Cycling,2018-01-30 05:12:23,False,Indoor Cycling,13.64,726,01:02:40,154,185,3.2,0,0,13.1,15.9,7,7,0.0,0.0,0.0,0,0,91,110,239,0,64.4,218,193,366,0.0,0.0,5582,0,0,0,0,1:02:40,0:00,68.0,0:00,No,00:00.00,1,0.0,9,garmin,0,00:00:00,00:00:00
2018-01-29 18:26:16,Indoor Cycling,2018-01-29 18:26:16,False,Indoor Cycling,14.36,486,00:59:10,115,134,1.8,0,0,14.6,18.5,7,69,0.0,0.0,0.0,0,0,92,96,147,0,22.9,150,137,152,0.0,0.0,4986,0,0,0,0,59:10,0:00,77.0,0:00,No,00:00.00,1,0.0,9,garmin,0,00:00:00,00:00:00
2018-01-28 12:49:21,Running,2018-01-28 12:49:21,False,San Antonio Running,9.07,"1,167",01:22:17,162,176,4.3,169,176,9:04,7:03,289,236,1.02,9.4,9.7,269,50.0% L / 50.0% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:22:17,0:00,71.6,0:00,No,00:00.00,10,0.0,9,garmin,0,0 days 00:09:04,0 days 00:09:04
2018-01-28 10:28:29,Pool Swimming,2018-01-28 10:28:29,False,Lap Swimming,"2,100",420,00:36:45,0,0,0.0,0,0,1:38,1:26,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,855,35,25,0,0,36:45,0:00,0.0,0:00,No,00:00.00,6,0.0,9,garmin,0,0 days 00:01:38,0 days 00:01:38
2018-01-27 12:25:06,Running,2018-01-27 12:25:06,False,San Antonio Running,3.14,376,00:26:30,162,174,3.1,170,178,8:26,7:16,89,98,1.07,9.4,10.1,261,49.3% L / 50.7% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,26:30,0:00,66.2,0:00,No,00:00.00,4,0.0,9,garmin,0,0 days 00:08:26,0 days 00:08:26
2018-01-27 10:46:53,Indoor Cycling,2018-01-27 10:46:53,False,Indoor Cycling,23.49,"1,164",01:32:35,154,185,3.5,0,0,15.2,16.8,13,3,0.0,0.0,0.0,0,0,91,101,229,0,88.0,245,210,292,0.0,0.0,8445,0,0,0,0,1:32:35,0:00,69.8,0:00,No,00:00.00,1,0.0,9,garmin,0,00:00:00,00:00:00
2018-01-26 19:44:37,Running,2018-01-26 19:44:37,False,San Antonio Running,2.25,251,00:20:52,140,156,2.3,168,178,9:18,8:26,62,89,0.98,9.5,9.3,278,49.4% L / 50.6% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,20:52,0:00,69.8,0:00,No,00:00.00,3,0.0,9,garmin,0,0 days 00:09:18,0 days 00:09:18
2018-01-25 17:07:39,Pool Swimming,2018-01-25 17:07:39,False,Lap Swimming,"2,600",480,00:50:06,0,0,0.0,0,0,1:36,1:15,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,931,34,24,0,0,50:06,0:00,0.0,0:00,No,00:00.00,36,0.0,9,garmin,0,0 days 00:01:36,0 days 00:01:36
2018-01-24 05:30:50,Indoor Cycling,2018-01-24 05:30:50,False,Indoor Cycling,15.35,700,01:00:02,137,153,2.6,0,0,15.3,16.4,0,23,0.0,0.0,0.0,0,0,92,99,197,0,41.9,208,194,212,0.0,0.0,5529,0,0,0,0,1:00:02,0:00,68.0,0:00,No,00:00.00,1,0.0,9,garmin,0,00:00:00,00:00:00
2018-01-22 17:20:57,Pool Swimming,2018-01-22 17:20:57,False,Lap Swimming,"1,700",220,00:34:07,0,0,0.0,0,0,1:36,1:22,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,437,34,25,0,0,34:07,0:00,0.0,0:00,No,00:00.00,20,0.0,9,garmin,0,0 days 00:01:36,0 days 00:01:36
2018-01-20 11:01:27,Indoor Cycling,2018-01-20 11:01:27,False,Indoor Cycling,26.50,"1,363",02:01:05,131,152,2.7,0,0,13.1,16.1,49,0,0.0,0.0,0.0,0,0,93,99,189,0,78.2,200,188,205,0.0,0.0,11263,0,0,0,0,2:01:05,0:00,68.0,0:00,No,00:00.00,2,0.0,9,garmin,0,00:00:00,00:00:00
2018-01-13 14:35:43,Running,2018-01-13 14:35:43,False,Comfort Running,4.01,481,00:35:12,154,166,3.0,162,198,8:47,5:56,279,276,1.1,9.3,10.3,284,50.0% L / 50.0% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,35:12,0:00,64.4,0:00,No,00:00.00,5,0.0,9,garmin,0,0 days 00:08:47,0 days 00:08:47
2018-01-13 11:49:25,Cycling,2018-01-13 11:49:25,False,Comfort Cycling,28.28,"1,736",02:27:59,157,179,3.8,0,0,11.5,22.9,"2,047","2,028",0.0,0.0,0.0,0,0,78,237,0,0,0.0,0,0,0,0.0,0.0,9631,0,0,0,0,2:27:59,0:00,53.6,0:00,No,00:00.00,2,0.0,9,garmin,0,00:00:00,00:00:00
2018-01-12 17:20:45,Pool Swimming,2018-01-12 17:20:45,False,Lap Swimming,"2,300",380,00:47:02,0,0,0.0,0,0,1:32,1:03,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,747,33,26,0,0,47:02,0:00,0.0,0:00,No,00:00.00,56,0.0,9,garmin,0,0 days 00:01:32,0 days 00:01:32
2018-01-12 05:35:56,Running,2018-01-12 05:35:56,False,San Antonio Running,5.92,627,00:49:26,154,171,3.3,170,204,8:21,4:40,315,299,1.12,8.3,9.4,269,49.3% L / 50.7% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,49:26,0:00,44.6,0:00,No,00:00.00,6,0.0,9,garmin,0,0 days 00:08:21,0 days 00:08:21
2018-01-11 17:53:17,Indoor Cycling,2018-01-11 17:53:17,False,Indoor Cycling,13.77,736,01:02:06,150,184,3.0,0,0,13.3,18.6,3,43,0.0,0.0,0.0,0,0,94,125,260,0,75.4,219,198,401,0.0,0.0,5653,0,0,0,0,1:02:06,0:00,68.0,0:00,No,00:00.00,2,0.0,9,garmin,0,00:00:00,00:00:00
2018-01-10 17:53:54,Pool Swimming,2018-01-10 17:53:54,False,Lap Swimming,"1,800",375,00:35:50,0,0,0.0,0,0,1:31,1:18,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,667,32,24,0,0,35:50,0:00,0.0,0:00,No,00:00.00,44,0.0,9,garmin,0,0 days 00:01:31,0 days 00:01:31
2018-01-10 05:20:05,Running,2018-01-10 05:20:05,False,San Antonio Running,4.39,498,00:37:03,156,178,3.3,168,187,8:26,5:15,174,200,1.12,8.5,9.6,271,49.5% L / 50.5% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,37:03,0:00,57.2,0:00,No,00:00.00,5,0.0,9,garmin,0,0 days 00:08:26,0 days 00:08:26
2018-01-09 17:46:21,Indoor Cycling,2018-01-09 17:46:21,False,20 Minute FTP Test - TrainerRoad,12.98,747,01:00:00,0,0,0.0,0,0,13.0,18.6,0,0,0.0,0.0,0.0,0,0,0,0,242,0,64.0,279,209,363,0.0,0.0,0,0,0,0,0,1:00:00,0:00,0.0,0:00,No,00:00.00,11,0.0,9,garmin,0,00:00:00,00:00:00
2018-01-09 17:45:52,Indoor Cycling,2018-01-09 17:45:52,False,Indoor Cycling,14.05,765,01:03:06,149,183,3.6,0,0,13.4,25.0,0,7,0.0,0.0,0.0,0,0,91,135,240,0,65.7,271,203,379,0.0,0.0,5669,0,0,0,0,1:03:06,0:00,69.8,0:00,No,00:00.00,7,0.0,9,garmin,0,00:00:00,00:00:00
2018-01-07 14:26:31,Running,2018-01-07 14:26:31,False,San Antonio Running,3.70,447,00:31:56,160,170,3.2,168,177,8:37,7:37,121,115,1.08,9.5,10.4,259,50.0% L / 50.0% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,31:56,0:00,71.6,0:00,No,00:00.00,4,0.0,9,garmin,0,0 days 00:08:37,0 days 00:08:37
2018-01-07 13:42:23,Pool Swimming,2018-01-07 13:42:23,False,Lap Swimming,"2,000",400,00:37:09,0,0,0.0,0,0,1:39,1:23,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,820,35,25,0,0,37:09,0:00,0.0,0:00,No,00:00.00,12,0.0,9,garmin,0,0 days 00:01:39,0 days 00:01:39
2018-01-07 12:58:10,Running,2018-01-07 12:58:10,False,San Antonio Running,4.40,517,00:38:42,155,164,3.3,171,178,8:48,6:42,220,200,1.06,8.8,9.5,266,49.6% L / 50.4% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,38:42,0:00,68.0,0:00,No,00:00.00,5,0.0,9,garmin,0,0 days 00:08:48,0 days 00:08:48
2018-01-06 10:40:51,Running,2018-01-06 10:40:51,False,San Antonio Running,3.76,486,00:35:00,156,169,3.3,167,213,9:19,7:17,141,95,0.99,10.3,10.2,273,49.9% L / 50.1% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,35:00,0:00,60.8,0:00,No,00:00.00,4,0.0,9,garmin,0,0 days 00:09:19,0 days 00:09:19
2018-01-06 09:43:39,Cycling,2018-01-06 09:43:39,False,San Antonio Cycling,9.17,772,00:52:09,164,188,4.0,0,0,10.5,25.3,217,272,0.0,0.0,0.0,0,0,72,163,0,0,0.0,0,0,0,0.0,0.0,3035,0,0,0,0,52:09,0:00,51.8,0:00,No,00:00.00,1,0.0,9,garmin,0,00:00:00,00:00:00
2018-01-05 17:30:32,Pool Swimming,2018-01-05 17:30:32,False,Lap Swimming,"2,600",420,00:51:59,0,0,0.0,0,0,1:38,1:18,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,852,35,25,0,0,51:59,0:00,0.0,0:00,No,00:00.00,40,0.0,9,garmin,0,0 days 00:01:38,0 days 00:01:38
2018-01-04 18:35:05,Running,2018-01-04 18:35:05,False,San Antonio Running,4.02,439,00:34:38,146,161,3.0,171,184,8:37,6:42,167,161,1.06,9.0,9.7,266,49.2% L / 50.8% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,34:38,0:00,55.4,0:00,No,00:00.00,5,0.0,9,garmin,0,0 days 00:08:37,0 days 00:08:37
2018-01-03 13:22:56,Treadmill Running,2018-01-03 13:22:56,False,Treadmill Running,1.72,193,00:15:07,154,163,2.3,176,181,8:49,8:02,59,3,1.03,8.2,8.7,261,49.8% L / 50.2% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,15:07,0:00,69.8,0:00,No,00:00.00,1,0.0,9,garmin,0,0 days 00:08:49,0 days 00:08:49
2018-01-03 12:35:46,Indoor Cycling,2018-01-03 12:35:46,False,Indoor Cycling,0.00,161,00:43:04,140,171,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,43:04,0:00,75.2,0:00,No,00:00.00,1,0.0,9,garmin,0,00:00:00,00:00:00
2017-12-31 09:05:58,Indoor Cycling,2017-12-31 09:05:58,False,Indoor Cycling,15.18,"1,074",01:32:42,142,163,3.0,0,0,9.8,10.9,3,72,0.0,0.0,0.0,0,0,92,101,201,0,67.9,211,193,245,0.0,0.0,8416,0,0,0,0,1:32:42,0:00,68.0,0:00,No,00:00.00,1,0.0,9,garmin,0,00:00:00,00:00:00
2017-12-30 08:54:03,Running,2017-12-30 08:54:03,False,Fort Worth Running,4.20,408,00:34:12,146,164,2.8,167,202,8:09,3:46,125,180,1.02,9.6,9.7,273,49.6% L / 50.4% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,34:12,0:00,50.0,0:00,No,00:00.00,5,0.0,9,garmin,0,0 days 00:08:09,0 days 00:08:09
2017-12-27 13:13:10,Cycling,2017-12-27 13:13:10,False,Battle Creek Cycling,7.41,972,01:04:41,164,178,4.6,0,0,6.9,16.1,180,240,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:04:41,0:00,69.8,0:00,No,00:00.00,5,0.0,9,garmin,0,00:00:00,00:00:00
2017-12-26 10:33:46,Hiking,2017-12-26 10:33:46,False,Marshall Hiking,2.17,358,00:54:55,111,161,1.9,81,160,25:21,10:09,128,144,0.78,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,54:55,0:00,78.8,0:00,No,00:00.00,1,0.0,9,garmin,0,0 days 00:25:21,0 days 00:25:21
2017-12-25 17:06:30,Running,2017-12-25 17:06:30,False,Battle Creek Running,4.02,500,00:36:12,157,170,3.5,168,178,9:00,7:19,220,207,1.05,8.2,8.8,284,49.5% L / 50.5% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,36:12,0:00,30.2,0:00,No,00:00.00,5,0.0,9,garmin,0,0 days 00:09:00,0 days 00:09:00
2017-12-24 12:29:17,Running,2017-12-24 12:29:17,False,Battle Creek Running,3.25,379,00:30:20,146,162,3.0,169,181,9:21,7:56,161,98,1.0,8.4,8.6,285,50.2% L / 49.8% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,30:20,0:00,32.0,0:00,No,00:00.00,4,0.0,9,garmin,0,0 days 00:09:21,0 days 00:09:21
2017-12-23 10:14:08,Cycling,2017-12-23 10:14:08,False,Augusta Cycling,14.25,"1,112",01:21:13,166,186,4.1,0,0,10.5,19.5,633,787,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:21:13,0:00,71.6,0:00,No,00:00.00,2,0.0,9,garmin,0,00:00:00,00:00:00
2017-12-16 08:59:58,Cycling,2017-12-16 08:59:58,True,Smithville Cycling,51.94,"3,116",04:47:31,162,188,4.6,0,0,10.8,30.8,"3,507","3,448",0.0,0.0,0.0,0,0,81,155,0,0,0.0,0,0,0,0.0,0.0,18927,0,0,0,0,4:47:31,0:00,48.2,0:00,No,00:00.00,4,0.0,9,garmin,0,00:00:00,00:00:00
2017-12-16 08:34:44,Cycling,2017-12-16 08:34:44,False,Smithville Cycling,1.92,137,00:14:08,128,160,1.5,0,0,8.2,21.6,102,128,0.0,0.0,0.0,0,0,78,102,0,0,0.0,0,0,0,0.0,0.0,658,0,0,0,0,14:08,0:00,48.2,0:00,No,00:00.00,1,0.0,9,garmin,0,00:00:00,00:00:00
2017-12-14 05:41:41,Cycling,2017-12-14 05:41:41,False,Cycling,17.48,691,01:00:00,141,167,0.0,0,0,17.5,22.6,0,0,0.0,0.0,0.0,0,0,0,0,209,0,0.0,0,194,584,0.0,0.0,0,0,0,0,0,1:00:00,0:00,0.0,0:00,No,00:00.00,13,0.0,9,garmin,0,00:00:00,00:00:00
2017-12-13 17:39:58,Indoor Cycling,2017-12-13 17:39:58,False,Indoor Cycling,21.77,758,01:04:27,132,149,2.2,0,0,20.3,22.5,16,10,0.0,0.0,0.0,0,0,93,108,201,0,47.1,201,196,219,0.0,0.0,5995,0,0,0,0,1:04:27,0:00,71.6,0:00,No,00:00.00,1,0.0,9,garmin,0,00:00:00,00:00:00
2017-12-12 19:52:44,Cycling,2017-12-12 19:52:44,False,San Antonio Cycling,4.25,106,00:34:25,154,172,3.2,0,0,7.4,18.7,240,203,0.0,0.0,0.0,0,0,53,82,90,44% L / 56% R,5.0,54,52,285,0.0,0.0,937,0,0,0,0,34:25,0:00,62.6,0:00,No,00:00.00,1,0.0,9,garmin,0,00:00:00,00:00:00
2017-12-12 17:59:51,Virtual Cycling,2017-12-12 17:59:51,False,Virtual Ride,19.11,733,01:01:34,141,167,0.0,0,0,18.6,41.2,"2,952","2,952",0.0,0.0,0.0,0,0,89,113,220,0,0.0,229,208,268,0.0,0.0,0,0,0,0,0,1:01:34,0:00,0.0,0:00,No,00:00.00,16,0.0,9,garmin,0,00:00:00,00:00:00
2017-12-11 18:55:48,Indoor Cycling,2017-12-11 18:55:48,False,Indoor Cycling,0.00,438,00:45:06,121,134,1.8,0,0,0,0,0,0,0.0,0.0,0.0,0,0,93,105,164,46% L / 54% R,21.7,166,162,235,0.0,0.0,4209,0,0,0,0,45:06,0:00,69.8,0:00,No,00:00.00,1,0.0,9,garmin,0,00:00:00,00:00:00
2017-12-11 12:24:22,Pool Swimming,2017-12-11 12:24:22,False,Lap Swimming,"1,700",240,00:32:45,0,0,0.0,0,0,1:36,1:16,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,475,34,25,0,0,32:45,0:00,0.0,0:00,No,00:00.00,22,0.0,9,garmin,0,0 days 00:01:36,0 days 00:01:36
2017-12-10 20:16:55,Virtual Cycling,2017-12-10 20:16:55,False,Virtual Ride,10.09,286,00:31:31,127,136,0.0,0,0,19.2,30.1,0,0,0.0,0.0,0.0,0,0,91,98,160,0,0.0,160,158,235,0.0,0.0,0,0,0,0,0,31:31,0:00,0.0,0:00,No,00:00.00,1,0.0,9,garmin,0,00:00:00,00:00:00
2017-12-09 10:09:53,Cycling,2017-12-09 10:09:53,False,San Antonio Cycling,87.84,"3,592",04:50:09,149,180,3.7,0,0,18.2,50.3,"3,484","3,274",0.0,0.0,0.0,0,0,90,134,220,44% L / 56% R,253.4,266,207,852,0.0,0.0,25552,0,0,0,0,4:50:09,0:00,57.2,0:00,No,00:00.00,18,0.0,9,garmin,0,00:00:00,00:00:00
2017-12-08 18:40:07,Pool Swimming,2017-12-08 18:40:07,False,Lap Swimming,"1,500",260,00:34:57,0,0,0.0,0,0,1:39,1:10,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,533,35,25,0,0,34:57,0:00,0.0,0:00,No,00:00.00,28,0.0,9,garmin,0,0 days 00:01:39,0 days 00:01:39
2017-12-07 18:47:22,Indoor Cycling,2017-12-07 18:47:22,False,Indoor Cycling,0.00,716,00:58:32,152,183,3.2,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,58:32,0:00,68.0,0:00,No,00:00.00,1,0.0,9,garmin,0,00:00:00,00:00:00
2017-12-06 05:46:27,Cycling,2017-12-06 05:46:27,False,Cycling,14.56,666,01:00:00,151,167,0.0,0,0,14.6,15.3,0,0,0.0,0.0,0.0,0,0,0,0,190,0,0.0,0,187,213,0.0,0.0,0,0,0,0,0,1:00:00,0:00,0.0,0:00,No,00:00.00,10,0.0,9,garmin,0,00:00:00,00:00:00
2017-12-05 17:36:27,Cycling,2017-12-05 17:36:27,False,Cycling,18.34,863,01:10:05,153,179,0.0,0,0,15.7,20.2,0,0,0.0,0.0,0.0,0,0,0,0,219,0,0.0,0,207,275,0.0,0.0,0,0,0,0,0,1:10:05,0:00,0.0,0:00,No,00:00.00,15,0.0,9,garmin,0,00:00:00,00:00:00
2017-12-03 15:33:17,Indoor Cycling,2017-12-03 15:33:17,False,Indoor Cycling,0.00,449,01:00:14,117,130,1.8,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:00:14,0:00,73.4,0:00,No,00:00.00,1,0.0,9,garmin,0,00:00:00,00:00:00
2017-12-02 08:59:35,Cycling,2017-12-02 08:59:35,True,Fredericksburg Cycling,37.33,"2,678",03:20:00,168,188,5.0,0,0,11.2,23.7,"2,300","2,264",0.0,0.0,0.0,0,0,82,134,0,0,0.0,0,0,0,0.0,0.0,13573,0,0,0,0,3:20:00,0:00,64.4,0:00,No,00:00.00,3,0.0,9,garmin,0,00:00:00,00:00:00
2017-12-02 08:37:29,Cycling,2017-12-02 08:37:29,False,Fredericksburg Cycling,1.21,92,00:06:42.3,154,176,2.0,0,0,10.8,17.2,43,52,0.0,0.0,0.0,0,0,78,117,0,0,0.0,0,0,0,0.0,0.0,394,0,0,0,0,6:42.3,0:00,68.0,0:00,No,00:00.00,1,0.0,9,garmin,0,00:00:00,00:00:00
2017-11-30 17:49:54,Cycling,2017-11-30 17:49:54,False,San Antonio Cycling,9.50,587,00:51:15,143,184,2.5,0,0,11.1,27.4,308,335,0.0,0.0,0.0,0,0,76,129,0,0,0.0,0,0,0,0.0,0.0,3060,0,0,0,0,51:15,0:00,68.0,0:00,No,00:00.00,2,0.0,9,garmin,0,00:00:00,00:00:00
2017-11-28 05:53:54,Cycling,2017-11-28 05:53:54,False,Cycling,11.41,513,00:40:07,146,175,0.0,0,0,17.1,19.0,0,0,0.0,0.0,0.0,0,0,0,0,236,0,0.0,0,215,275,0.0,0.0,0,0,0,0,0,40:07,0:00,0.0,0:00,No,00:00.00,9,0.0,9,garmin,0,00:00:00,00:00:00
2017-11-25 12:52:02,Cycling,2017-11-25 12:52:02,False,Waxahachie Cycling,23.44,847,01:13:40,152,183,3.5,0,0,19.1,29.7,331,266,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:13:40,0:00,71.6,0:00,No,00:00.00,8,0.0,9,garmin,0,00:00:00,00:00:00
2017-11-25 09:06:11,Cycling,2017-11-25 09:06:11,False,Waxahachie Cycling,17.90,741,00:59:56,148,173,3.3,0,0,17.9,31.2,285,358,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,59:56,0:00,59.0,0:00,No,00:00.00,6,0.0,9,garmin,0,00:00:00,00:00:00
2017-11-23 08:40:49,Cycling,2017-11-23 08:40:49,False,Cycling,23.23,"1,111",01:30:00,154,186,0.0,0,0,15.5,18.9,0,0,0.0,0.0,0.0,0,0,0,0,252,0,0.0,0,209,351,0.0,0.0,0,0,0,0,0,1:30:00,0:00,0.0,0:00,No,00:00.00,26,0.0,9,garmin,0,00:00:00,00:00:00
2017-11-22 11:51:07,Indoor Cycling,2017-11-22 11:51:07,False,Indoor Cycling,0.00,802,01:00:18,143,179,3.4,0,0,0,0,0,0,0.0,0.0,0.0,0,0,95,119,244,45% L / 55% R,64.7,236,222,"1,071",0.0,0.0,5753,0,0,0,0,1:00:18,0:00,71.6,0:00,No,00:00.00,1,0.0,9,garmin,0,00:00:00,00:00:00
2017-11-21 16:46:50,Indoor Cycling,2017-11-21 16:46:50,False,Indoor Cycling,0.00,"1,158",01:30:48,150,182,3.4,0,0,0,0,0,0,0.0,0.0,0.0,0,0,92,111,262,45% L / 56% R,112.7,237,213,484,0.0,0.0,8348,0,0,0,0,1:30:48,0:00,69.8,0:00,No,00:00.00,1,0.0,9,garmin,0,00:00:00,00:00:00
2017-11-19 14:06:08,Cycling,2017-11-19 14:06:08,False,San Antonio Cycling,34.67,"1,526",01:58:59,149,168,3.2,0,0,17.5,46.8,"1,660","1,237",0.0,0.0,0.0,0,0,91,120,229,44% L / 56% R,112.9,227,214,866,0.0,0.0,10485,0,0,0,0,1:58:59,0:00,60.8,0:00,No,00:00.00,7,0.0,9,garmin,0,00:00:00,00:00:00
2017-11-18 10:56:35,Cycling,2017-11-18 10:56:35,False,San Antonio Cycling,65.10,"2,635",03:29:21,156,188,4.1,0,0,18.7,42.1,"2,402","2,379",0.0,0.0,0.0,0,0,92,120,218,44% L / 56% R,179.7,223,210,764,0.0,0.0,18764,0,0,0,0,3:29:21,0:00,77.0,0:00,No,00:00.00,14,0.0,9,garmin,0,00:00:00,00:00:00
2017-11-17 06:01:44,Indoor Cycling,2017-11-17 06:01:44,False,Indoor Cycling,0.00,673,01:00:37,135,156,2.7,0,0,0,0,0,0,0.0,0.0,0.0,0,0,95,102,189,46% L / 54% R,39.1,207,185,234,0.0,0.0,5755,0,0,0,0,1:00:37,0:00,73.4,0:00,No,00:00.00,1,0.0,9,garmin,0,00:00:00,00:00:00
2017-11-16 18:11:40,Indoor Cycling,2017-11-16 18:11:40,False,Indoor Cycling,0.00,651,01:00:13,125,141,2.1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,94,99,182,46% L / 54% R,36.0,190,180,259,0.0,0.0,5667,0,0,0,0,1:00:13,0:00,71.6,0:00,No,00:00.00,1,0.0,9,garmin,0,00:00:00,00:00:00
2017-11-15 18:11:37,Indoor Cycling,2017-11-15 18:11:37,False,Indoor Cycling,0.00,368,00:45:01,107,124,1.2,0,0,0,0,0,0,0.0,0.0,0.0,0,0,90,96,138,47% L / 53% R,15.3,140,136,216,0.0,0.0,4073,0,0,0,0,45:01,0:00,71.6,0:00,No,00:00.00,1,0.0,9,garmin,0,00:00:00,00:00:00
2017-11-13 06:11:11,Indoor Cycling,2017-11-13 06:11:11,False,Indoor Cycling,0.00,156,00:20:22,106,122,1.1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,93,98,130,46% L / 54% R,6.1,128,128,168,0.0,0.0,1899,0,0,0,0,20:22,0:00,80.6,0:00,No,00:00.00,1,0.0,9,garmin,0,00:00:00,00:00:00
2017-11-11 10:30:44,Cycling,2017-11-11 10:30:44,True,Amarillo Cycling,42.21,"2,879",03:37:21,168,191,5.0,0,0,11.7,32.9,"2,454","2,411",0.0,0.0,0.0,0,0,80,235,0,0,0.0,0,0,0,0.0,0.0,14006,0,0,0,0,3:37:21,0:00,68.0,0:00,No,00:00.00,3,0.0,9,garmin,0,00:00:00,00:00:00
